Year,State,Most_Active_Time,Sentiment_Score,Post_Count,Hashtag_Count,Mention_Count,Avg_Post_Length,Unique_Users,Engagement_Rate,Topic
2022,Madhya Pradesh,Night,0.04146970209533807,188,46,9,50,2421,0.028630007002303937,Technology
2019,Mizoram,Morning,0.36930736223728133,970,33,8,56,3557,0.08869865058159684,Technology
2018,Jharkhand,Night,0.5892420545156907,887,4,19,198,2707,0.09824915098070586,Entertainment
2020,Chhattisgarh,Night,0.48054548151561916,954,48,24,134,3675,0.07858757703861857,Politics
2021,Odisha,Night,0.5561752407395706,999,11,7,193,4750,0.0205880922048432,Politics
2019,Puducherry,Evening,0.6752150055086719,475,30,20,140,1771,0.05121397455290923,Entertainment
2023,Dadra and Nagar Haveli and Daman and Diu,Afternoon,-0.09893951979008486,564,11,14,113,4411,0.09779910827196102,Sports
2023,Tripura,Morning,-0.6921848732949536,188,24,0,70,1773,0.03743732030008519,Business
2019,Madhya Pradesh,Afternoon,0.6104933072217487,923,22,2,130,629,0.06829360063398275,Business
2021,Tripura,Morning,0.0418730127448228,537,32,18,102,4728,0.019495724692586938,Health
2022,Andaman and Nicobar Islands,Morning,-0.8629106862227056,282,14,10,117,4180,0.08397184156127213,Politics
2020,Arunachal Pradesh,Evening,-0.6773874148280559,127,12,22,190,2468,0.04570860696162554,Sports
2021,Lakshadweep,Night,-0.08597121939071783,343,23,20,63,4902,0.03459756345127176,Entertainment
2021,Goa,Night,-0.7034119309763747,271,28,15,180,4302,0.056093022502958036,Health
2018,Odisha,Evening,0.3686169145560607,845,40,5,191,2324,0.018240231261176177,Business
2018,Telangana,Afternoon,0.48819292754763755,805,21,8,86,2824,0.018446490727588284,Health
2020,Tamil Nadu,Night,0.3442053758296888,862,8,8,87,4368,0.09329649039436896,Technology
2023,Tamil Nadu,Afternoon,-0.24874597739957038,209,38,3,127,2883,0.0010650030262177924,Sports
2022,Meghalaya,Night,-0.3495160222456217,376,25,4,177,4418,0.0066080310643945265,Business
2020,Jharkhand,Evening,0.03579553103073363,141,27,22,111,3969,0.017946561896986426,Entertainment
2018,West Bengal,Afternoon,0.5776880145596786,786,29,13,128,2588,0.01584594303318132,Entertainment
2022,Sikkim,Afternoon,0.23077867914416306,831,9,13,161,1398,0.08164640457382281,Technology
2020,Kerala,Night,0.6736980535993253,971,21,22,181,4071,0.06397392028966775,Sports
2022,Chandigarh,Morning,-0.7415727440276676,477,1,15,76,2389,0.058361838670757164,Health
2021,Andaman and Nicobar Islands,Morning,-0.03325335567523857,710,45,5,77,3201,0.05198919778716728,Entertainment
2023,Maharashtra,Evening,-0.02231161786037239,366,16,26,195,2277,0.05845111455029174,Entertainment
2021,Andaman and Nicobar Islands,Evening,0.44567258717559644,806,43,10,82,1051,0.034110256355393276,Entertainment
2021,Karnataka,Night,0.8782447695913156,841,44,17,76,2160,3.398791080874153e-05,Sports
2021,Manipur,Afternoon,-0.0007365884867411854,210,45,16,164,3314,0.09647747365070225,Technology
2018,Maharashtra,Afternoon,0.09765679601568333,413,36,6,165,4266,0.049369339460846484,Health
2020,Uttarakhand,Afternoon,0.3328517160854627,324,38,0,194,3382,0.07127346548537421,Technology
2019,Odisha,Evening,-0.7459211174761624,933,19,15,188,1762,0.022391336427526744,Politics
2020,West Bengal,Evening,-0.16583935229028057,639,0,2,114,1245,0.025326860174437027,Sports
2018,Telangana,Night,-0.5394816858891698,449,5,2,130,773,0.05461094102532376,Sports
2020,Mizoram,Evening,-0.5408943477910031,938,17,3,158,2817,0.040700944910707706,Health
2021,Andhra Pradesh,Evening,-0.9025164086683337,272,33,0,89,4706,0.050671183027560796,Business
2022,Bihar,Afternoon,0.17566257431894017,786,37,15,147,537,0.05743035687125896,Business
2022,Kerala,Evening,-0.6123349079872706,874,11,8,89,726,0.017792470325626454,Entertainment
2019,Jharkhand,Morning,0.8672354705725689,412,17,26,158,3536,0.06918289732791044,Sports
2021,Assam,Morning,-0.4181180740488193,329,20,2,128,3958,0.0004353863713976614,Politics
2023,Andaman and Nicobar Islands,Afternoon,-0.6905294523336862,470,5,10,123,2141,0.017698479721223515,Politics
2018,Chhattisgarh,Evening,-0.19038017976701394,741,5,24,57,800,0.03318712496182903,Entertainment
2023,Telangana,Morning,0.9403606314830371,321,49,7,166,4027,0.056628069720484724,Business
2019,Odisha,Morning,0.792214528562851,118,33,27,112,1302,0.028700112629593977,Business
2020,Tripura,Morning,-0.6620182302335749,272,33,3,173,1398,0.00783828624394274,Entertainment
2019,Sikkim,Night,0.8859983552287822,825,40,19,136,1120,0.010327204493645482,Technology
2023,Andhra Pradesh,Night,0.9239678474701662,385,0,19,161,827,0.09903271774465344,Entertainment
2020,Telangana,Evening,0.8077068874989939,478,45,29,140,614,0.09064811046447352,Technology
2019,Lakshadweep,Evening,0.4812173519865397,402,16,11,168,3013,0.0012078475360303266,Sports
2023,Telangana,Afternoon,0.06653605335058144,267,5,2,91,976,0.010579414386760145,Sports
2023,Tripura,Night,0.602744571907494,721,45,0,59,4531,0.05048203247524494,Entertainment
2018,Manipur,Afternoon,-0.02927032982744948,290,34,19,129,2291,0.07010602155508584,Health
2023,Bihar,Morning,-0.6943921926711492,642,21,18,197,2912,0.09342459773093026,Politics
2022,Dadra and Nagar Haveli and Daman and Diu,Night,0.5574621572400598,975,8,9,163,1588,0.011672415903678025,Health
2020,Puducherry,Evening,-0.8452910905245086,587,23,18,94,4892,0.016036303883909666,Politics
2019,Andhra Pradesh,Evening,-0.903373940212489,477,39,12,151,2876,0.051922083868832625,Politics
2021,Uttar Pradesh,Evening,-0.1289195491519297,731,41,25,183,3878,0.09128729046868425,Entertainment
2022,Haryana,Afternoon,0.5004289665939368,389,28,20,129,1902,0.009642904280386944,Health
2020,Kerala,Morning,-0.8530400466747592,238,34,9,119,2384,0.03262369506062438,Sports
2019,Andaman and Nicobar Islands,Morning,-0.345531807968686,423,32,8,196,1684,0.048755274703736244,Sports
2023,Tamil Nadu,Night,-0.39687606991930857,271,33,11,57,4951,0.05801291628154054,Technology
2022,Karnataka,Evening,-0.917168329983278,431,40,29,76,2070,0.060775773748840425,Business
2019,Uttar Pradesh,Afternoon,0.3823768580150404,128,10,25,194,1088,0.062309615947958634,Entertainment
2019,Madhya Pradesh,Afternoon,0.8885835189160753,764,31,21,52,3577,0.05603519485621619,Politics
2021,Gujarat,Evening,-0.9623190768809324,920,31,12,161,4015,0.00490092448043028,Business
2023,Andaman and Nicobar Islands,Morning,0.43507140151012913,141,4,7,181,4287,0.08791971707892796,Health
2020,Odisha,Evening,-0.851231275605695,894,0,4,126,3881,0.06361572801960115,Business
2019,Andaman and Nicobar Islands,Night,0.531127159678936,109,7,21,132,3715,0.06211332442124676,Entertainment
2023,Kerala,Night,-0.6507868130661334,941,10,10,102,4480,0.07033045901140499,Health
2020,Gujarat,Morning,-0.7557982584378877,590,28,15,98,4705,0.08691666957715731,Business
2018,Jharkhand,Night,-0.42765224339027674,745,20,4,79,1703,0.03181813004796724,Sports
2018,Sikkim,Night,-0.9157141922522816,892,13,4,122,2542,0.0062104994135821715,Health
2019,Mizoram,Night,0.7582516194003488,542,5,19,156,1906,0.022354517842528166,Politics
2018,West Bengal,Night,0.38468632247554946,814,35,18,112,4644,0.0005314780298648514,Health
2019,Himachal Pradesh,Afternoon,0.42248782524710293,494,2,0,74,3606,0.014304538136385658,Sports
2020,Karnataka,Afternoon,0.9850489859898626,138,6,7,148,3170,0.003936772192888682,Technology
2019,Telangana,Afternoon,-0.9999795439531118,302,43,19,159,1310,0.04159211376729532,Sports
2020,Manipur,Afternoon,0.8007021302768438,979,34,5,117,2068,0.08410972324982996,Business
2023,Puducherry,Evening,-0.324788955837483,721,24,3,120,1537,0.061618715260263614,Politics
2023,Goa,Morning,-0.843957050928132,847,36,24,113,3199,0.09842321542719346,Sports
2021,Bihar,Morning,-0.6163280081887372,775,8,25,99,2392,0.009276770817004721,Sports
2019,Andaman and Nicobar Islands,Night,-0.34902460031248594,563,13,25,55,4231,0.015438529259206147,Business
2023,Madhya Pradesh,Night,-0.5686872780436032,840,12,23,74,4277,0.06208267419044307,Entertainment
2019,Jharkhand,Night,-0.8350751015670732,197,36,29,91,1542,0.06084755358917624,Health
2022,Chandigarh,Afternoon,0.9150710149973693,881,10,16,118,3805,0.07804583588449143,Technology
2021,Nagaland,Night,-0.646136730520309,771,30,27,92,1533,0.07121449505706512,Business
2022,Chhattisgarh,Evening,-0.041083487835461785,177,18,5,101,898,0.07077714833309297,Sports
2021,Chhattisgarh,Afternoon,-0.5516175817348716,447,26,17,74,766,0.02582888492049288,Politics
2021,Mizoram,Afternoon,-0.561310569519959,960,47,19,196,3611,0.011339219066871443,Technology
2018,Delhi,Morning,0.9046989968408115,948,37,17,102,1923,0.01855870161756451,Technology
2020,Nagaland,Evening,-0.11960865393698028,909,25,26,77,1185,0.09965405882028104,Politics
2021,Bihar,Night,0.06680342129070826,478,4,28,181,4419,0.07885698226690908,Business
2021,Assam,Afternoon,-0.013093497063909831,892,33,0,89,4278,0.09727871409479442,Health
2018,Meghalaya,Morning,-0.811193303422832,300,22,3,172,4516,0.08835596532619405,Entertainment
2022,West Bengal,Morning,-0.4782070508553333,226,43,19,161,3894,0.07658875686921941,Health
2019,Uttar Pradesh,Night,0.42759290854044774,989,41,4,105,2140,0.08778667102179671,Technology
2021,Assam,Afternoon,0.08081573483889248,411,42,22,103,1224,0.08620022098958348,Technology
2022,Lakshadweep,Evening,-0.694762637226255,214,45,2,173,2798,0.0011640319483514627,Technology
2020,Jharkhand,Morning,-0.9111117552694832,757,16,0,113,2007,0.0052185402657482505,Health
2022,Tripura,Evening,0.8161813453486109,202,49,4,179,1856,0.08346257517262196,Sports
2021,Dadra and Nagar Haveli and Daman and Diu,Evening,0.3789248153407656,272,45,26,175,987,0.07754429673245912,Health
2023,Mizoram,Morning,0.9930694469535457,704,11,6,180,2361,0.005981802075728649,Business
2019,Nagaland,Morning,-0.9715196815965796,906,37,0,172,1241,0.0026853799698146052,Health
2019,Rajasthan,Evening,0.3098149439383986,991,18,24,129,3598,0.013881024463903003,Sports
2021,Puducherry,Evening,-0.008933476071824265,916,28,9,94,3366,0.04809906558419367,Entertainment
2021,Meghalaya,Night,-0.4562107360807086,635,28,1,132,2622,0.05352112221402782,Sports
2018,Tamil Nadu,Night,-0.6431770268948951,879,26,15,171,3354,0.052317791738177834,Health
2021,Arunachal Pradesh,Morning,-0.24761931393305803,814,34,10,162,4087,0.03703053052626237,Business
2023,Gujarat,Night,-0.02550165634118673,402,18,27,111,4393,0.050876443571973164,Health
2019,Andaman and Nicobar Islands,Morning,-0.613105497726482,927,29,8,196,1287,0.028714121930501737,Health
2020,Nagaland,Morning,-0.9556282296504763,229,28,22,90,4681,0.08562241686057216,Health
2018,Rajasthan,Evening,0.232727050798043,332,14,0,133,2112,0.05388771835787261,Entertainment
2018,Chhattisgarh,Afternoon,0.7232515593265569,245,2,4,107,3177,0.0479703287622161,Entertainment
2018,Meghalaya,Morning,-0.5328837615013773,646,22,26,95,866,0.04615525231637967,Sports
2021,Meghalaya,Morning,0.7065312749973127,530,1,27,174,3195,0.008957292755840719,Technology
2020,Mizoram,Afternoon,-0.011596288367803353,105,19,11,54,4902,0.0940434249689045,Entertainment
2023,Madhya Pradesh,Evening,-0.5295924175727602,189,8,0,136,2830,0.040609340064037915,Technology
2023,Lakshadweep,Night,-0.22409517769163223,966,48,5,87,4598,0.0019327437764077972,Sports
2022,Rajasthan,Night,0.35546519784540953,262,33,13,126,4113,0.021777474678107325,Politics
2019,Lakshadweep,Afternoon,-0.8037795327136925,474,32,16,186,4607,0.015470110133153648,Business
2018,Tamil Nadu,Evening,-0.6477169539021985,529,26,24,60,1565,0.09249094719217464,Technology
2019,Nagaland,Night,0.4604977605690259,153,1,16,111,823,0.09397198830010814,Business
2018,Chhattisgarh,Evening,0.8733100881655729,997,23,10,124,4375,0.027094561970681764,Sports
2020,Bihar,Morning,-0.5709770251708164,969,25,11,116,4119,0.06813602775858381,Health
2020,Bihar,Night,0.8511323270153501,757,49,4,197,3845,0.0004479367803155055,Technology
2023,Odisha,Morning,0.13592440895305957,798,0,5,129,1047,0.06968763714523937,Entertainment
2019,Rajasthan,Afternoon,0.15548072486498743,662,9,15,173,3568,0.012569497927024787,Business
2021,Nagaland,Evening,-0.3548029029262312,987,21,14,59,2107,0.045757049694640534,Sports
2023,Karnataka,Morning,-0.9029752880364315,893,35,22,136,976,0.0422125940197993,Politics
2021,Lakshadweep,Morning,0.5619629186152382,946,2,10,98,1217,0.018005103098984742,Politics
2020,Nagaland,Morning,0.8355251401348134,706,37,26,92,2545,0.07358343328133446,Sports
2020,Rajasthan,Afternoon,-0.14442882794814538,670,24,28,131,1602,0.08442746725178187,Entertainment
2022,Tamil Nadu,Night,-0.8547206802725151,388,30,21,133,1916,0.015396221593218707,Business
2021,Mizoram,Night,0.17255768992960463,386,0,26,182,1509,0.02026416334217104,Politics
2021,Meghalaya,Morning,0.4970330352783108,886,34,23,174,3582,0.0010080826819545141,Business
2020,Gujarat,Evening,0.07464795454474804,254,12,26,149,4877,0.08696298705868144,Sports
2022,Arunachal Pradesh,Evening,-0.45219840080870344,882,30,4,94,1934,0.09724949741993576,Sports
2019,Chhattisgarh,Afternoon,0.19084306538289253,751,6,17,122,2889,0.05922910314761896,Sports
2018,Telangana,Night,-0.03372658347455326,155,9,24,194,4265,0.07437370184372206,Politics
2023,Sikkim,Evening,0.42737288770306847,450,12,24,119,3201,0.014876332609084709,Politics
2020,Andhra Pradesh,Evening,-0.9197633963965666,998,44,8,178,3461,0.0477836512464255,Politics
2019,Haryana,Afternoon,-0.7690230867765022,678,38,26,135,962,0.01532763457507811,Health
2023,Madhya Pradesh,Afternoon,0.3935658172697212,832,44,7,86,3499,0.0855847318962915,Technology
2021,Tamil Nadu,Morning,0.6884571911201576,189,5,1,105,3152,0.016090449052251442,Politics
2023,West Bengal,Morning,0.9684533350242388,864,10,8,187,1743,0.014758249471782127,Technology
2019,Haryana,Afternoon,0.9911803575285361,680,1,24,105,3136,0.05806204940277985,Entertainment
2019,Jharkhand,Morning,-0.30319139880813295,171,39,6,114,4152,0.01844326557325392,Politics
2020,Gujarat,Morning,0.7950772946390565,130,24,25,87,2841,0.009754319371223598,Health
2020,Kerala,Afternoon,0.233391498739822,265,7,29,99,1976,0.07294784151417603,Technology
2022,Maharashtra,Afternoon,0.7052268911337178,619,34,3,64,1964,0.026232686429658515,Health
2020,Tripura,Evening,-0.5770439197954338,962,48,1,189,948,0.0069446772549946805,Business
2022,Chhattisgarh,Evening,-0.7611514483224631,121,31,3,194,1832,0.06770733147178697,Sports
2018,Goa,Evening,-0.7499486958380615,649,48,23,119,929,0.023412626464967102,Sports
2022,Mizoram,Night,0.766478902244834,750,33,11,134,2512,0.06611976955313109,Health
2020,West Bengal,Morning,-0.8139846544169052,341,0,9,98,845,0.020047959881189827,Entertainment
2020,Telangana,Morning,0.4998400422610958,456,25,17,94,2414,0.0605496840380641,Business
2020,Jharkhand,Evening,-0.5605515249135089,992,41,14,184,2026,0.0472620849758229,Health
2023,Maharashtra,Evening,0.09787249351466065,810,38,18,187,2442,0.043464717091358386,Health
2019,Puducherry,Evening,0.6749621975895586,217,46,12,146,3643,0.044855756217924585,Business
2020,Odisha,Afternoon,0.40095251566389556,583,17,3,50,2425,0.06898921636117321,Technology
2021,Sikkim,Evening,0.5138013506203498,114,12,1,137,3951,0.09465156224620636,Sports
2020,Chhattisgarh,Afternoon,-0.2560973030074034,318,9,18,97,1045,0.00888490322633817,Politics
2022,Punjab,Afternoon,-0.9773584431483706,361,28,11,164,3838,0.07933743658383938,Business
2021,Tripura,Morning,-0.17777139352096305,523,23,7,124,2501,0.09157361826792268,Technology
2019,Meghalaya,Evening,-0.041741289438025575,810,33,7,111,4839,0.07709918268272267,Technology
2023,Nagaland,Evening,-0.6763486724270482,125,11,24,70,1152,0.03032799131532912,Politics
2023,Chhattisgarh,Evening,0.43844940865868454,268,0,13,174,1031,0.0030128173353162428,Health
2022,Odisha,Night,0.3224265177521155,808,32,23,101,3789,0.010318836330251225,Business
2022,Delhi,Morning,-0.6414085129858471,791,22,14,97,1292,0.04810457992497724,Politics
2022,Gujarat,Night,0.9887288113785768,538,48,14,134,4017,0.06870971343689249,Politics
2022,Gujarat,Morning,-0.3547068642714153,151,2,9,73,910,0.026698465413481268,Politics
2019,Chandigarh,Morning,-0.056943483051048016,259,3,27,196,1823,0.04922454761538691,Technology
2022,Chandigarh,Afternoon,0.9800752517416218,386,29,7,195,1156,0.05849286869323152,Entertainment
2021,Rajasthan,Night,0.07348330219123,518,39,26,124,1444,0.05190825142115523,Sports
2018,Arunachal Pradesh,Afternoon,-0.8954941795510709,863,15,22,103,1197,0.03581943585989951,Business
2020,Haryana,Morning,0.5809195407654679,921,1,15,194,3364,0.05419410640144168,Business
2023,Uttarakhand,Evening,0.9149152014108481,837,42,19,51,3800,0.06566013302792219,Sports
2019,Odisha,Afternoon,0.9040773409593295,886,16,15,75,4110,0.020410959366521087,Business
2021,Gujarat,Morning,0.3614771832276291,557,21,5,81,951,0.04668808065003031,Sports
2018,Goa,Morning,0.7708475460645368,769,16,7,66,1110,0.029118726868349265,Business
2018,Delhi,Night,0.9368608459105527,669,38,28,90,3536,0.024336276932504064,Business
2019,Bihar,Afternoon,-0.11216957580838582,173,9,3,154,1118,0.06641769931827794,Technology
2020,Haryana,Evening,0.5436855544499206,880,14,21,130,2398,0.015574429981515437,Business
2018,Rajasthan,Evening,-0.5714736736468289,119,28,21,191,557,0.022357117123829463,Politics
2020,Maharashtra,Morning,-0.16164857516739284,832,47,11,63,2663,0.0468509256104251,Sports
2019,Goa,Afternoon,-0.5485836393108778,965,30,19,113,4352,0.01231268515250089,Business
2022,Rajasthan,Evening,-0.32435596736899375,954,32,26,99,3486,0.015288356145902416,Technology
2023,Karnataka,Afternoon,-0.39101673487930344,844,19,22,170,2993,0.04881249387708088,Health
2022,Punjab,Afternoon,0.2161602165843597,534,17,29,157,723,0.09543294011461821,Technology
2023,Haryana,Morning,-0.130346260137985,485,23,11,80,3715,0.09637948308908889,Politics
2020,Delhi,Night,-0.4511620406335253,306,42,28,178,4648,0.00500960769892973,Health
2018,Madhya Pradesh,Morning,-0.5566277855320185,180,25,9,154,4181,0.09419955567350863,Health
2019,Telangana,Afternoon,0.7792066740907755,895,45,7,101,4600,0.08451319642490551,Technology
2019,Karnataka,Morning,0.04717834727533976,567,7,13,143,818,0.026988752906597892,Entertainment
2022,Sikkim,Morning,0.3599527049039142,240,35,26,61,3439,0.06510134084562234,Technology
2020,Assam,Afternoon,0.24074514172965022,360,12,15,103,4366,0.022736603459322293,Sports
2021,Gujarat,Evening,-0.5874519259538109,438,49,6,69,2628,0.019855096394117568,Business
2019,Maharashtra,Morning,0.6488107597483315,401,24,21,98,2858,0.0953080572588765,Politics
2023,Dadra and Nagar Haveli and Daman and Diu,Night,-0.5631885690866076,898,31,17,99,4526,0.09883248339705447,Sports
2022,Delhi,Night,-0.4902524493327658,244,24,9,83,3601,0.06832637649069398,Entertainment
2020,Andaman and Nicobar Islands,Night,-0.7063663981053763,547,25,16,113,4421,0.05100334957833609,Health
2019,Telangana,Night,-0.45391134529277233,953,47,0,136,4133,0.0917897507455706,Business
2018,Andhra Pradesh,Morning,-0.9743903376958216,410,8,21,80,3484,0.017239111256968864,Politics
2022,Manipur,Afternoon,0.851855468012158,271,3,19,170,1575,0.06478396495708243,Sports
2019,Jharkhand,Evening,0.342996093048064,155,8,27,154,2833,0.05901058688982134,Entertainment
2020,Rajasthan,Evening,0.693499065392114,554,44,5,157,3233,0.03870855617556923,Entertainment
2019,Maharashtra,Evening,-0.5354266659680853,565,6,26,138,4010,0.08082124895577708,Technology
2021,Chandigarh,Evening,-0.0781607747237758,190,32,24,56,1615,0.04557379122607316,Technology
2022,Manipur,Evening,0.7648403031816098,684,44,12,195,822,0.08734711139269591,Sports
2021,West Bengal,Morning,-0.3516942106655465,857,31,16,116,678,0.08112631928961783,Health
2020,Uttar Pradesh,Evening,-0.663829186001085,161,44,24,56,2699,0.017843183652780203,Politics
2023,Haryana,Afternoon,-0.21087229026658139,508,29,9,99,3998,0.08124121284295248,Health
2018,Andhra Pradesh,Night,0.5799805092271499,813,25,27,158,3006,0.030750874355125336,Entertainment
2022,Rajasthan,Night,-0.93355113195736,938,43,3,198,3314,0.02140700358428617,Sports
2023,Goa,Evening,0.6059025003569825,928,34,13,126,4637,0.022329890597135072,Health
2021,Telangana,Night,-0.9442527289006446,242,7,20,164,1414,0.07440199418462745,Technology
2018,Manipur,Night,-0.4599797098008611,793,20,25,149,2294,0.004559302258691955,Entertainment
2023,Odisha,Afternoon,0.8479128942262013,567,35,10,159,3235,0.0349937657834458,Business
2018,Tripura,Evening,0.872539301112935,997,34,29,146,899,0.04140026671115732,Entertainment
2023,Himachal Pradesh,Evening,-0.789238241451871,703,28,17,134,2092,0.01345482405815548,Health
2023,Himachal Pradesh,Morning,0.5520550817725629,947,23,24,98,4878,0.05210661179479256,Health
2019,Nagaland,Afternoon,-0.9554015939092282,892,6,28,99,1646,0.0835214793772872,Entertainment
2023,Maharashtra,Night,-0.16180615715602786,353,49,1,91,2055,0.08374076233987274,Entertainment
2019,West Bengal,Afternoon,-0.3915817661578136,999,47,29,84,1166,0.009160057494428808,Politics
2021,Uttarakhand,Evening,-0.9594564031322697,844,33,6,159,1758,0.06389803411749789,Sports
2019,Gujarat,Afternoon,0.28474594274477494,177,49,10,133,2279,0.02787080439143468,Sports
2022,Dadra and Nagar Haveli and Daman and Diu,Morning,0.4785596621149584,415,31,2,184,1127,0.09001990521098464,Health
2020,Karnataka,Morning,-0.35001333624935493,738,46,13,153,2357,0.05937623372238437,Business
2019,Karnataka,Morning,0.19189870399815123,652,10,20,131,4285,0.01826320668995626,Technology
2019,West Bengal,Afternoon,0.4658975991369019,422,46,17,110,765,0.08671795722824449,Business
2021,Puducherry,Afternoon,-0.3648948783116124,616,30,8,111,3684,0.0047448700180096615,Health
2019,Haryana,Afternoon,-0.9977337206389449,666,25,25,154,3236,0.020903489615889795,Business
2020,Bihar,Night,0.8462193323893046,776,21,24,103,3282,0.04642085722448689,Politics
2019,Sikkim,Afternoon,-0.41734267870637476,881,25,8,118,2629,0.06024744143375665,Entertainment
2019,Bihar,Night,-0.08897831389110489,705,42,24,139,4464,0.03840268336897094,Politics
2020,Haryana,Evening,0.9730423163751221,665,0,21,157,2983,0.02739857882545456,Entertainment
2021,West Bengal,Night,0.7214938119570362,858,5,25,174,1834,0.08960737216586863,Business
2023,Assam,Evening,0.46649810434568084,997,28,4,171,1037,0.058887371337954124,Technology
2018,Goa,Morning,-0.32316914358000415,253,24,25,136,3604,0.09028234821031605,Entertainment
2023,Arunachal Pradesh,Morning,0.7642106569066105,196,17,22,143,4322,0.02611445506934842,Sports
2019,Himachal Pradesh,Evening,0.08032787658744311,238,12,28,61,2312,0.03472173879059875,Technology
2023,Nagaland,Afternoon,0.9791655016977183,849,1,14,191,1789,0.06944367730518612,Health
2019,Andaman and Nicobar Islands,Evening,0.26708765272868273,868,48,1,71,2816,0.06156073348340612,Business
2021,Uttarakhand,Afternoon,-0.18007490727966902,578,47,29,76,1064,0.057024975945335725,Sports
2023,Andaman and Nicobar Islands,Night,-0.4635906456319958,850,31,9,117,1830,0.071807637351024,Sports
2020,Haryana,Evening,0.027484538529113367,504,9,12,155,4530,0.09039806360098958,Politics
2021,Odisha,Evening,0.004624978628963383,682,18,3,163,1882,0.056873073935585564,Politics
2022,Delhi,Morning,-0.1495068937862376,988,15,25,187,4818,0.04370045272260173,Business
2022,Mizoram,Morning,-0.7065624826204577,845,37,26,59,3710,0.017745030229983295,Health
2023,Uttarakhand,Morning,0.17894424188157276,891,8,11,50,4363,0.033568240597261594,Sports
2019,Manipur,Morning,-0.3978403961831103,786,14,29,134,2485,0.05193090762458461,Entertainment
2020,Rajasthan,Night,-0.9464926666191329,628,24,5,119,4930,0.0974574878832705,Politics
2023,Sikkim,Afternoon,0.6424804218763265,955,30,18,140,3162,0.037431551556288155,Sports
2020,Meghalaya,Morning,-0.2762111016623454,153,13,12,125,2494,0.06805690814967451,Entertainment
2023,West Bengal,Afternoon,0.7037069036007182,292,4,26,190,4364,0.02828329642813713,Entertainment
2021,Kerala,Morning,-0.4795426797506386,670,28,13,98,1263,0.0027840491845424254,Health
2020,Kerala,Night,-0.18971315547365397,943,39,16,72,2457,0.057796872033746755,Business
2021,Andaman and Nicobar Islands,Morning,0.2320694273549182,728,12,11,136,2314,0.03348901661798761,Health
2019,Karnataka,Afternoon,-0.858122961755065,389,19,3,173,3383,0.0216542960790995,Health
2023,Meghalaya,Afternoon,-0.33940614997788265,393,5,27,121,3039,0.05291151660699167,Technology
2018,Bihar,Evening,-0.3099539754730669,133,14,5,191,2408,0.05523668208721815,Health
2020,West Bengal,Afternoon,0.4078773797618833,164,45,1,120,3138,0.03868699589862719,Politics
2019,Mizoram,Morning,0.7365986062708219,660,16,29,150,1980,0.025659007175873463,Entertainment
2023,Puducherry,Evening,-0.4042883397855399,618,41,6,146,4799,0.03601645984950354,Sports
2018,Sikkim,Morning,-0.9173312763962662,335,6,5,98,1086,0.027976249525709675,Sports
2020,Punjab,Afternoon,-0.2758111539629631,104,26,3,155,3855,0.06890165993479457,Entertainment
2022,Sikkim,Morning,-0.009455337349828064,452,2,25,177,2943,0.06279207710830785,Sports
2022,Mizoram,Night,-0.09308964447608381,781,10,5,62,3836,0.06984814767594985,Health
2021,Uttar Pradesh,Night,-0.6896758082252399,745,31,20,174,3063,0.013476669985270829,Technology
2022,Bihar,Afternoon,0.2925453799640636,808,1,13,110,3126,0.004009431647989026,Business
2020,Odisha,Night,-0.9653411733826869,193,20,23,86,866,0.07853550612614686,Technology
2021,Chandigarh,Night,0.76325025812948,333,47,5,189,839,0.07403713526329068,Business
2020,Maharashtra,Morning,-0.8741691433465217,276,26,1,91,3136,0.0801088628052577,Technology
2023,Chhattisgarh,Afternoon,0.0010580126936790002,144,43,15,133,1093,0.08816617239793902,Sports
2020,West Bengal,Evening,0.5862995033024603,831,2,19,121,1926,0.0586531399231609,Sports
2020,Lakshadweep,Night,0.3596045499449938,400,32,0,187,2804,0.04609166316705652,Entertainment
2019,Dadra and Nagar Haveli and Daman and Diu,Evening,0.9080437466179054,646,31,0,90,3673,0.06573133112713085,Sports
2018,Meghalaya,Morning,0.9966337761761364,301,27,9,172,3150,0.013662984116009726,Entertainment
2020,Goa,Morning,0.4447796507346735,367,35,9,119,4746,0.06781716909893402,Entertainment
2018,Andaman and Nicobar Islands,Evening,-0.8117159353971328,496,28,12,195,943,0.04051957750406501,Health
2023,Nagaland,Night,0.37446795087154316,513,46,25,98,519,0.05874349757128053,Health
2023,Tamil Nadu,Morning,-0.525452989889883,933,19,8,150,3101,0.016718883310720835,Politics
2020,Karnataka,Morning,0.3208555610571189,729,0,15,98,1614,0.05107595941308751,Technology
2023,Andaman and Nicobar Islands,Morning,0.09786629647928335,619,40,29,83,4641,0.00020635690241505023,Technology
2021,Kerala,Afternoon,-0.7862692461576646,326,22,4,127,1367,0.063460782331662,Technology
2021,West Bengal,Evening,-0.31707043396198165,787,18,1,126,1740,0.05412268487658045,Sports
2022,Uttarakhand,Night,-0.65125282765778,944,16,15,157,1948,0.07802705551782015,Health
2022,Himachal Pradesh,Evening,0.6256655121893087,806,6,3,58,1717,0.08653681439032272,Entertainment
2021,Sikkim,Afternoon,-0.9796786929089099,222,6,5,57,617,0.09084254105088192,Health
2022,Nagaland,Morning,0.33848825965967944,334,31,8,104,3567,0.0008843900549441064,Technology
